timestamp,eventType,mazeNumber,attemptNumber,collectedCoins,totalCoins,totalScore,mazeElapsedTime,totalGameElapsedTime,headPositionX,headPositionY,headPositionZ,headRotationX,headRotationY,headRotationZ,playerPositionX,playerPositionY,playerPositionZ,playerRotationY,rightThumbstickX,rightThumbstickY,rightTrigger,leftThumbstickX,leftThumbstickY,leftTrigger
4.128221,DATA,1,0,0,0,0,0.0,0.0,0.5514868,1.7489959,-1.05838609,41.4479942,-7.729309,-12.6560364,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.186501,DATA,1,0,0,0,0,0.0,0.0,0.550927937,1.749696,-1.05607438,45.5216141,-6.747223,-11.9454651,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.25011826,DATA,1,0,0,0,0,0.0,0.0,0.5496748,1.75200057,-1.05171657,50.4128647,-4.662506,-11.7814941,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.310793,DATA,1,0,0,0,0,0.0,0.0,0.5488208,1.75170827,-1.04907537,53.5478172,-3.87976074,-12.6218872,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.364376,DATA,1,0,0,0,0,0.0,0.0,0.5488065,1.75186253,-1.04857516,55.3026924,-4.005554,-13.4868164,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.42453146,DATA,1,0,0,0,0,0.0,0.0,0.5490635,1.75167918,-1.04808021,56.1551323,-4.3522644,-13.83786,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.48096848,DATA,1,0,0,0,0,0.0,0.0,0.549009144,1.75159085,-1.0480206,56.62373,-4.04550171,-13.7156677,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.53644228,DATA,1,0,0,0,0,0.0,0.0,0.549087346,1.75232625,-1.04754138,57.0580521,-3.86315918,-13.6991882,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.58910847,DATA,1,0,0,0,0,0.0,0.0,0.5492194,1.75367153,-1.04779124,57.6920471,-3.90267944,-14.0444031,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.643259,DATA,1,0,0,0,0,0.0,0.0,0.5488475,1.75299883,-1.04830623,56.97561,-3.54278564,-13.4965515,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.693944,DATA,1,0,0,0,0,0.0,0.0,0.547520936,1.75243163,-1.0493,56.21287,-2.257721,-12.2513733,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.75298738,DATA,1,0,0,0,0,0.0,0.0,0.546410859,1.75235415,-1.05082107,55.3258438,-1.00537109,-11.01123,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.8083396,DATA,1,0,0,0,0,0.0,0.0,0.545460045,1.75261569,-1.05157256,54.4534569,-0.640350342,-10.5949707,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.865041,DATA,1,0,0,0,0,0.0,0.0,0.544049561,1.75316322,-1.0530622,53.0718575,0.156894743,-9.612061,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.92074728,DATA,1,0,0,0,0,0.0,0.0,0.542670548,1.75316608,-1.05386043,51.71694,0.5853579,-8.876862,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.975994,DATA,1,0,0,0,0,0.0,0.0,0.54129535,1.75380349,-1.05464864,50.57188,0.806403935,-8.490601,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.031513,DATA,1,0,0,0,0,0.0,0.0,0.540395558,1.75380158,-1.0544498,50.3036041,1.04759955,-8.402649,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.087418,DATA,1,0,0,0,0,0.0,0.0,0.5398877,1.7546252,-1.05306029,50.1345253,1.09288728,-8.937286,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.143049,DATA,1,0,0,0,0,0.0,0.0,0.5391744,1.75512469,-1.050616,49.5770569,0.7110261,-9.9104,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.198612,DATA,1,0,0,0,0,0.0,0.0,0.5384324,1.75647974,-1.04720378,47.840847,0.050541386,-11.1126709,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
