timestamp,eventType,mazeNumber,attemptNumber,collectedCoins,totalCoins,totalScore,mazeElapsedTime,totalGameElapsedTime,headPositionX,headPositionY,headPositionZ,headRotationX,headRotationY,headRotationZ,playerPositionX,playerPositionY,playerPositionZ,playerRotationY,rightThumbstickX,rightThumbstickY,rightTrigger,leftThumbstickX,leftThumbstickY,leftTrigger
4.34482241,DATA,1,0,0,0,0,0.0,0.0,0.4764461,1.60795331,-0.8979106,52.3171539,-26.34143,6.950222,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.404377,DATA,1,0,0,0,0,0.0,0.0,0.46253103,1.61192369,-0.888550043,54.8943863,-23.242218,10.1084843,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.45966434,DATA,1,0,0,0,0,0.0,0.0,0.4585607,1.612635,-0.88574183,54.9510574,-22.3803711,10.33942,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.51309443,DATA,1,0,0,0,0,0.0,0.0,0.458128333,1.61235046,-0.885209858,54.5035324,-23.1387024,9.872991,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.5692997,DATA,1,0,0,0,0,0.0,0.0,0.4597602,1.61206245,-0.88530314,54.2879257,-24.0969849,9.492956,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.62432528,DATA,1,0,0,0,0,0.0,0.0,0.46071595,1.61149561,-0.886202931,53.6980858,-24.5216064,9.211324,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.67863655,DATA,1,0,0,0,0,0.0,0.0,0.461545944,1.61129761,-0.887176156,53.77896,-24.2621765,9.485146,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.731188,DATA,1,0,0,0,0,0.0,0.0,0.462994039,1.61099255,-0.8885792,53.4870834,-24.3665161,8.858931,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.78698826,DATA,1,0,0,0,0,0.0,0.0,0.4639405,1.61029458,-0.890008,53.0543137,-24.2207642,8.369101,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.852815,DATA,1,0,0,0,0,0.0,0.0,0.464776576,1.61045158,-0.890752733,53.0813332,-24.3263855,8.024632,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
