timestamp,eventType,mazeNumber,attemptNumber,collectedCoins,totalCoins,totalScore,mazeElapsedTime,totalGameElapsedTime,headPositionX,headPositionY,headPositionZ,headRotationX,headRotationY,headRotationZ,playerPositionX,playerPositionY,playerPositionZ,playerRotationY,rightThumbstickX,rightThumbstickY,rightTrigger,leftThumbstickX,leftThumbstickY,leftTrigger
3.95257974,DATA,1,0,0,0,0,0.0,0.0,0.545089066,1.61517787,-1.05717111,14.6682158,3.82227635,0.2165842,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.00355864,DATA,1,0,0,0,0,0.0,0.0,0.545121,1.615171,-1.05709052,14.6641741,3.829401,0.226660609,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.060983,DATA,1,0,0,0,0,0.0,0.0,0.545245,1.615277,-1.05704641,14.6053438,3.84925222,0.263087243,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.115679,DATA,1,0,0,0,0,0.0,0.0,0.54533273,1.61547256,-1.05702877,14.5472116,3.868886,0.2780696,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.170166,DATA,1,0,0,0,0,0.0,0.0,0.545275033,1.61571765,-1.05704141,14.4620991,3.83505869,0.258947045,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.22388649,DATA,1,0,0,0,0,0.0,0.0,0.5452364,1.61581171,-1.05708933,14.4237328,3.85505319,0.263604581,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.27675247,DATA,1,0,0,0,0,0.0,0.0,0.5452202,1.61583924,-1.057157,14.4254742,3.844102,0.315148473,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.332253,DATA,1,0,0,0,0,0.0,0.0,0.5450433,1.61596668,-1.05729508,14.3638163,3.842598,0.239035174,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.38786364,DATA,1,0,0,0,0,0.0,0.0,0.5448244,1.615984,-1.05746818,14.3515406,3.839479,0.322087735,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.44351864,DATA,1,0,0,0,0,0.0,0.0,0.5445183,1.61589384,-1.05759072,14.3615141,3.78444266,0.343100041,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.507169,DATA,1,0,0,0,0,0.0,0.0,0.5444291,1.61592174,-1.057693,14.44217,3.93129182,0.414825171,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.57044363,DATA,1,0,0,0,0,0.0,0.0,0.5445636,1.61544275,-1.057632,14.6514854,4.016517,0.4159693,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.62701845,DATA,1,0,0,0,0,0.0,0.0,0.5445779,1.615274,-1.05720377,14.8892717,3.79165626,0.6091231,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.682173,DATA,1,0,0,0,0,0.0,0.0,0.5442665,1.61502528,-1.05661607,14.9993486,3.50886369,0.7031282,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.7379756,DATA,1,0,0,0,0,0.0,0.0,0.544369042,1.61464489,-1.05526209,15.3560324,3.098526,1.24338663,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.794412,DATA,1,0,0,0,0,0.0,0.0,0.5442627,1.61454272,-1.05426621,15.4109917,2.92053366,1.267968,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.850008,DATA,1,0,0,0,0,0.0,0.0,0.544247448,1.6145215,-1.05283546,15.4556561,2.82184982,1.37523484,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.90601349,DATA,1,0,0,0,0,0.0,0.0,0.544813454,1.61493778,-1.04936934,16.1845627,2.361097,1.964061,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.96337032,DATA,1,0,0,0,0,0.0,0.0,0.546151459,1.61637509,-1.04199815,17.70326,0.7740506,3.215959,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.019287,DATA,1,0,0,0,0,0.0,0.0,0.5463813,1.61902213,-1.03053546,20.6830444,-2.35455322,4.60886526,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.07430935,DATA,1,0,0,0,0,0.0,0.0,0.5440262,1.622479,-1.01570535,25.1922836,-5.84112549,5.82183075,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.12983274,DATA,1,0,0,0,0,0.0,0.0,0.538915,1.62460518,-0.9989412,30.38867,-9.359894,7.24861,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.18454838,DATA,1,0,0,0,0,0.0,0.0,0.5305894,1.62461352,-0.9824722,35.6552467,-13.4818726,9.792119,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.239615,DATA,1,0,0,0,0,0.0,0.0,0.5188258,1.6227181,-0.9666636,40.8904266,-17.9511719,13.1812925,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.29496241,DATA,1,0,0,0,0,0.0,0.0,0.5049384,1.61879408,-0.9531138,45.69371,-21.8345032,17.2950344,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.35075,DATA,1,0,0,0,0,0.0,0.0,0.490849316,1.612747,-0.943103552,48.9289436,-24.93515,20.5659657,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.40726,DATA,1,0,0,0,0,0.0,0.0,0.4790538,1.60514927,-0.936859369,50.9745445,-27.0463257,22.1175785,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.462927,DATA,1,0,0,0,0,0.0,0.0,0.46995908,1.59794152,-0.9338448,52.2787552,-28.3441467,22.0091743,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.51890469,DATA,1,0,0,0,0,0.0,0.0,0.463758767,1.59234083,-0.932742834,53.4105644,-28.1923523,22.338623,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.574097,DATA,1,0,0,0,0,0.0,0.0,0.4602478,1.58909416,-0.9320309,54.27954,-28.0720825,22.6011677,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.62948227,DATA,1,0,0,0,0,0.0,0.0,0.459137738,1.58685589,-0.931200266,54.75331,-28.4530334,22.4435387,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.68501949,DATA,1,0,0,0,0,0.0,0.0,0.459635556,1.58550441,-0.9302356,54.6400566,-28.9152832,22.2247238,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.74102736,DATA,1,0,0,0,0,0.0,0.0,0.460955918,1.58453965,-0.928709269,55.00224,-29.3308716,22.1525021,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.79634953,DATA,1,0,0,0,0,0.0,0.0,0.4623726,1.5837152,-0.927011251,55.0312958,-29.49411,22.01811,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.85173225,DATA,1,0,0,0,0,0.0,0.0,0.464156926,1.58289385,-0.9247725,55.462677,-30.0764465,21.0939655,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
