timestamp,eventType,mazeNumber,attemptNumber,collectedCoins,totalCoins,totalScore,mazeElapsedTime,totalGameElapsedTime,headPositionX,headPositionY,headPositionZ,headRotationX,headRotationY,headRotationZ,playerPositionX,playerPositionY,playerPositionZ,playerRotationY,rightThumbstickX,rightThumbstickY,rightTrigger,leftThumbstickX,leftThumbstickY,leftTrigger
4.367849,DATA,1,0,0,0,0,0.0,0.0,0.545952141,1.60065222,-1.05382133,22.7603054,3.63207531,-1.13302612,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.425003,DATA,1,0,0,0,0,0.0,0.0,0.545956433,1.600657,-1.05365586,22.7994175,3.63776636,-1.12088013,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.48026,DATA,1,0,0,0,0,0.0,0.0,0.545986,1.60045624,-1.05343843,22.9009876,3.57054782,-1.05667114,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.54068947,DATA,1,0,0,0,0,0.0,0.0,0.5460294,1.60010767,-1.05269742,23.9957123,3.33944941,-0.6185608,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.59278965,DATA,1,0,0,0,0,0.0,0.0,0.545925438,1.60102677,-1.04890609,27.0635223,2.87269616,0.0242417529,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.64725637,DATA,1,0,0,0,0,0.0,0.0,0.545822442,1.60291672,-1.03978467,33.7302,2.28595734,1.2110548,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.704395,DATA,1,0,0,0,0,0.0,0.0,0.5474523,1.602782,-1.023104,42.937252,1.56720293,3.17369866,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.762746,DATA,1,0,0,0,0,0.0,0.0,0.5510624,1.59749174,-1.00078273,50.51495,-2.78527832,2.2182498,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.81749439,DATA,1,0,0,0,0,0.0,0.0,0.5541051,1.58577585,-0.974938154,59.9400063,-8.565735,-0.7698059,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.87759256,DATA,1,0,0,0,0,0.0,0.0,0.5532096,1.56358671,-0.947834253,68.82957,-16.043396,-7.033478,0.55,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
